faculty_id,keyword_id,score
94,42476,305.755
94,51190,131.796
95,1076,0.0248773
95,3774,0.708443
95,4888,0.0261678
95,12910,0.107207
95,13346,0.00949557
95,15978,0.0720666
95,27982,0.00957821
95,37700,0.0134887
95,49305,0.0286752
96,83,28.273
96,2805,14.7704
96,5091,134.344
96,5416,99.0307
96,9411,40.4091
96,10121,77.4524
96,17058,16.3681
96,17768,13.8707
96,18566,29.8602
96,21645,91.8118
96,22954,17.2718
96,39425,11.2695
96,42479,29.3023
96,44340,29.9289
96,53041,18.7135
96,71098,19.2526
96,80176,11.0537
97,3,61.1566
97,40,51.8153
97,296,73.5788
97,801,111.601
97,2727,71.9329
97,8263,89.0653
97,10486,73.9107
97,11626,68.0832
97,11824,46.3065
97,13110,47.7699
97,21095,67.2169
97,22610,52.1941
97,28320,116.339
97,28868,114.859
97,59312,64.1005
97,78156,62.9973
97,80479,188.374
98,4,50.6276
98,203,96.8032
98,590,51.7795
98,1017,30.7018
98,1826,66.7819
98,2535,34.4034
98,3120,24.002
98,3271,24.9883
98,5571,28.4457
98,10231,142.098
98,12728,44.4242
98,13173,23.3353
98,16530,48.3334
98,21664,41.9129
98,55992,174.882
98,61105,34.7186
98,72765,48.2655
99,249,56.1858
99,270,161.457
99,378,28.1998
99,1234,43.3274
99,1500,204.533
99,1931,44.2457
99,3013,32.3283
99,3102,31.2263
99,3967,61.3694
99,7504,39.7113
99,8961,32.2704
99,11511,66.4915
99,12444,38.1221
99,14199,68.1039
99,15649,72.099
99,22384,39.33
99,60221,35.361
100,270,7.97391
100,1019,25.037
100,1378,5.0636
100,1594,9.64376
100,3102,6.70874
100,3248,6.37438
100,4185,5.07412
100,13150,72.0045
100,14421,12.7102
100,15702,8.29181
100,15824,54.116
100,17044,10.054
100,22694,8.88259
100,22829,13.2585
100,36100,20.7931
100,60221,14.7436
100,71998,7.87027
101,94,0
101,249,0.143968
101,382,0.169766
101,569,0
101,1213,0
101,1668,0.0994803
101,3129,0.202698
101,5873,0
101,6055,0.311033
101,6087,0.255638
101,8904,0
101,8984,0
101,9397,0.406769
101,14849,0.141209
101,33063,0
101,43812,0
101,60884,0.269438
101,61974,0
102,16,284.258
102,1300,63.74
102,3345,29.5898
102,4464,75.8333
102,5251,29.0213
102,9150,67.2563
102,10121,121.48
102,19382,113.465
102,19457,24.2358
102,26760,36.7307
102,28495,40.1346
102,30432,113.584
102,31005,55.2077
102,42613,55.773
102,74133,31.9698
102,75021,24.5525
102,75656,50.3863
103,577,0.190064
103,1359,0.328491
103,1411,1.62954
103,1879,0.40785
103,1934,1.45019
103,2122,1.37485
103,3596,0.0594102
103,5238,0.203748
103,6315,0.282904
103,7990,0.0588601
103,8661,0.226566
103,9326,0.188451
103,14199,0.545402
103,18311,0.222946
103,30441,0.0585525
103,33363,1.1162
103,66130,0.203553
104,154,122.325
104,354,76.3814
104,401,26.1548
104,908,118.124
104,1668,96.5177
104,2045,38.5082
104,3271,46.383
104,5286,95.215
104,6055,69.4271
104,6795,31.2189
104,13121,43.3744
104,17677,103.557
104,17854,41.5648
104,25218,74.7071
104,32759,34.1617
104,53298,56.86
104,78512,32.2177
105,22,3.03975
105,227,1.35717
105,743,29.7648
105,946,5.01411
105,1085,1.80716
105,1411,35.3653
105,2312,1.45787
105,2560,1.35826
105,20393,1.35726
105,28908,3.89941
105,30441,1.37011
105,30871,1.35815
105,36626,19.7534
105,37006,1.8128
105,46601,3.6241
105,51908,1.68547
105,73627,2.16745
106,489,83.7773
106,687,293.687
106,897,78.9671
106,1367,186.073
106,1584,53.7743
106,2902,150.435
106,4309,50.8355
106,4914,107.172
106,8888,63.9084
106,10040,65.1295
106,11843,93.9206
106,15685,55.9148
106,25020,301.013
106,30354,50.7401
106,31170,185.932
106,50063,209.057
106,63541,69.2175
107,72,103.602
107,79,262.966
107,1554,147.064
107,2078,219.719
107,4248,53.9403
107,6349,60.3708
107,9061,155.346
107,9380,53.5534
107,15254,62.7987
107,19704,219.606
107,22629,161.207
107,24803,67.7604
107,35650,61.7484
107,53496,88.8561
107,54576,62.3875
107,65988,77.5991
107,78616,86.8639
108,130,318.809
108,693,308.635
108,2013,184.607
108,3699,42.1248
108,3832,87.6482
108,3907,86.6171
108,4421,65.8086
108,9098,84.6368
108,14321,37.9449
108,15086,34.2368
108,17828,35.5508
108,18579,80.701
108,21360,34.4888
108,23916,222.426
108,26828,84.8683
108,31438,80.452
108,63132,58.8136
109,326,8.02567
109,416,25.6046
109,1383,6.80953
109,1726,3.62166
109,2572,8.69461
109,3209,5.07887
109,6213,4.68806
109,7820,10.2321
109,7854,9.30171
109,11381,10.7768
109,12142,6.68279
109,13362,13.4961
109,21169,4.31619
109,22312,64.1131
109,23951,5.19558
109,47190,7.0247
109,58782,4.54392
110,147,168.376
110,665,152.103
110,1466,194.284
110,1993,214.43
110,2185,455.294
110,3274,133.471
110,3380,119.365
110,6180,529.323
110,11381,316.377
110,13348,179.244
110,15007,123.098
110,17920,319.91
110,22731,843.677
110,30689,119.56
110,44647,137.054
110,56314,135.78
110,64730,344.689
112,474,5.75813
112,908,21.9633
112,2735,11.9642
112,4421,7.35845
112,6850,6.47917
112,7311,13.3684
112,7392,3.05781
112,8661,2.67676
112,12786,2.86155
112,14106,2.86955
112,16593,8.00874
112,22948,3.86953
112,38733,3.997
112,39841,3.48824
112,43188,6.81699
112,48837,2.37592
112,70420,3.3362
113,393,56.6287
113,1183,16.9278
113,1352,16.9734
113,1467,105.916
113,1993,29.6712
113,2107,19.0478
113,3597,85.8668
113,4683,49.4111
113,5873,21.792
113,6457,14.1391
113,11643,15.3534
113,12126,108.918
113,12985,23.0193
113,13322,25.7239
113,18578,14.9163
113,32419,14.9618
113,48088,91.9832
114,1284,11.4486
114,2121,5.42151
114,2200,7.35645
114,4183,6.4756
114,5210,10.839
114,7804,5.69266
114,8201,5.71266
114,12308,12.6505
114,12364,5.34517
114,30912,19.3235
114,30954,7.55144
114,34911,16.0854
114,36020,32.5078
114,44534,4.24223
114,55734,12.882
114,56546,15.8268
114,72946,5.27716
115,509,1147.97
115,1295,245.6
115,1311,143.398
115,1554,133.789
115,1668,154.161
115,4956,109.328
115,6055,100.204
115,9785,108.308
115,10384,151.713
115,20469,134.195
115,20548,158.574
115,29648,157.598
115,53496,267.257
115,58531,99.1116
115,66144,116.247
115,70012,135.036
115,78512,193.138
116,16,624.167
116,165,729.43
116,977,244.248
116,1616,230.077
116,3948,185.083
116,6032,655.529
116,11355,263.757
116,12778,409.101
116,15065,876.682
116,15140,509.333
116,15904,494.908
116,19676,897.102
116,21037,268.902
116,40007,272.595
116,51020,239.442
116,63043,368.22
116,81118,220.512
117,214,41.7322
117,686,66.1297
117,1426,295.292
117,1755,79.8456
117,2948,267.539
117,4260,23.158
117,4557,69.7714
117,5100,50.0578
117,7238,280.995
117,7947,30.0481
117,11249,64.5542
117,13236,23.8079
117,19983,21.5376
117,24033,80.892
117,29107,42.4168
117,36338,29.4632
117,52984,267.261
118,267,111.299
118,1183,94.229
118,1443,210.431
118,1547,210.287
118,1749,131.733
118,2091,164.096
118,3691,152.524
118,4683,106.899
118,5472,96.8288
118,7389,460.842
118,7392,157.101
118,11300,125.095
118,19274,128.849
118,25010,226.635
118,29317,91.5413
118,47322,186.209
118,56270,488.298
119,90,0.600162
119,225,0.692636
119,507,3.98889
119,600,0.51194
119,1151,0.726206
119,1726,3.73428
119,3220,4.70304
119,4047,3.36098
119,6179,7.36697
119,8200,0.300125
119,10711,1.55312
119,12770,0.990277
119,13999,0.393027
119,31606,0.300769
119,44375,5.94981
119,53862,0.425399
119,60884,9.88772
120,2026,4.24369
120,2321,0.498602
120,3905,0.349535
120,4515,1.47001
120,5406,3.01057
120,7694,1.67304
120,10764,2.97369
120,11398,1.73711
120,13713,3.06859
120,14814,3.73494
120,20321,0.319521
120,26261,0.727114
120,46828,0.277164
120,58298,1.43029
120,67417,0.816197
120,72200,0.715072
120,82780,0.791197
121,65,97.1206
121,474,103.93
121,507,34.8368
121,555,74.9289
121,2123,34.332
121,2126,87.7857
121,2504,46.6719
121,2761,88.2281
121,2984,99.9521
121,4558,47.023
121,5410,67.9879
121,9221,71.97
121,13209,33.1541
121,14105,28.8787
121,21758,42.2077
121,43190,166.142
121,45000,26.4972
122,41,352.572
122,168,92.2427
122,759,485.884
122,914,91.9501
122,1065,1049.45
122,3271,434.99
122,3494,107.452
122,4428,134.573
122,9667,130.065
122,9868,120.312
122,10230,99.7032
122,12293,3435.3
122,14321,128.501
122,24901,115.06
122,28518,132.273
122,60972,90.65
122,70906,245.012
123,306,35.4985
123,395,95.893
123,416,38.1186
123,507,80.4565
123,946,40.6804
123,2276,48.8928
123,2531,67.903
123,4648,142.116
123,8988,34.8077
123,12084,212.166
123,14106,59.3008
123,14199,62.6808
123,26638,246.295
123,32694,134.301
123,48871,45.6322
123,54432,35.7456
123,56076,67.5951
124,42,3172.56
124,103,3584.72
124,576,2042.07
124,1051,707.888
124,1281,452.208
124,2123,441.835
124,2733,454.739
124,3900,450.753
124,5211,1396.03
124,6964,3573.05
124,7571,872.009
124,13311,753.133
124,16592,1123.73
124,16906,598.639
124,20165,508.795
124,38253,460.202
124,63198,493.583
125,141,1.57338
125,908,5.51523
125,1311,53.9241
125,2238,17.207
125,3336,12.0436
125,4578,3.51373
125,4727,0.825372
125,4764,1.18678
125,5978,28.8178
125,13049,3.58885
125,22333,3.52419
125,24728,1.21458
125,36694,1.34187
125,48107,0.873005
125,56413,3.47577
125,67417,1.21329
125,68992,3.75845
126,974,40.7063
126,1061,45.1281
126,1214,80.379
126,1361,38.8531
126,3792,41.6842
126,4058,38.7595
126,8048,54.8464
126,12102,49.483
126,20825,54.9952
126,21299,24.9138
126,25251,27.1007
126,28868,75.4116
126,37028,48.6224
126,48758,28.4765
126,57158,74.0797
126,65091,30.05
126,77039,24.8945
127,460,111.281
127,555,117.535
127,693,71.0687
127,908,74.2716
