publication_id,keyword_id,score,pub_id,kw_id
1078805,95,0.461743,p1078805,k95
1078805,2100,0.562516,p1078805,k2100
1078805,22641,0.530424,p1078805,k22641
1078805,28944,0.56829,p1078805,k28944
1078805,30303,0.244987,p1078805,k30303
1078805,44139,0.427185,p1078805,k44139
1078805,49709,0.308136,p1078805,k49709
1078805,60447,0.360637,p1078805,k60447
1078805,75141,0.343871,p1078805,k75141
1083924,63,0.361515,p1083924,k63
1083924,5689,0.00741279,p1083924,k5689
1083924,8335,0.542799,p1083924,k8335
1083924,8646,0.000458997,p1083924,k8646
1083924,16376,0.27154,p1083924,k16376
1083924,16938,0.390165,p1083924,k16938
1083924,25987,0.354482,p1083924,k25987
1083924,30685,0.00212109,p1083924,k30685
1089315,702,0.189022,p1089315,k702
1089315,1102,0.47571,p1089315,k1102
1089315,2953,0.211149,p1089315,k2953
1089315,4714,0.462251,p1089315,k4714
1089315,6756,0.248138,p1089315,k6756
1089315,10024,0.0448488,p1089315,k10024
1089315,18872,0.0301427,p1089315,k18872
1089315,32877,0.114096,p1089315,k32877
1089315,75302,0.298001,p1089315,k75302
1107217,294,0.326487,p1107217,k294
1107217,881,0.251742,p1107217,k881
1107217,6957,0.241734,p1107217,k6957
1107217,14495,0.259304,p1107217,k14495
1107217,15866,0.267502,p1107217,k15866
1107217,24899,0.273023,p1107217,k24899
1107217,30229,0.362567,p1107217,k30229
1107217,63632,0.320742,p1107217,k63632
1107217,76039,0.190664,p1107217,k76039
1112477,9710,0.320178,p1112477,k9710
1112477,10637,0.309571,p1112477,k10637
1112477,21841,0.225758,p1112477,k21841
1112477,24803,0.266867,p1112477,k24803
1112477,27735,0.232914,p1112477,k27735
1112477,31429,0.280552,p1112477,k31429
1112477,37191,0.286724,p1112477,k37191
1112477,53332,0.222563,p1112477,k53332
1112477,57053,0.392549,p1112477,k57053
1114769,122,0.00567372,p1114769,k122
1114769,393,0.644382,p1114769,k393
1114769,1619,0.328879,p1114769,k1619
1114769,15383,0.233204,p1114769,k15383
1114769,17041,0.00485892,p1114769,k17041
1114769,19259,0.00765628,p1114769,k19259
1114769,27346,0.292984,p1114769,k27346
1114769,30949,0.42251,p1114769,k30949
1114769,70424,0.448595,p1114769,k70424
1119758,574,0.331796,p1119758,k574
1119758,1619,0.351464,p1119758,k1619
1119758,1911,0.372655,p1119758,k1911
1119758,8141,0.305883,p1119758,k8141
1119758,8892,0.421349,p1119758,k8892
1119758,11643,0.465062,p1119758,k11643
1119758,13124,0.337487,p1119758,k13124
1119758,43504,0.310541,p1119758,k43504
1119758,49859,0.355372,p1119758,k49859
1123419,4167,0.383826,p1123419,k4167
1123419,7681,0.289267,p1123419,k7681
1123419,8273,0.399689,p1123419,k8273
1123419,9795,0.434781,p1123419,k9795
1123419,10024,0.358134,p1123419,k10024
1123419,15065,0.359122,p1123419,k15065
1123419,28768,0.41934,p1123419,k28768
1123419,73064,0.515139,p1123419,k73064
1123419,80176,0.258126,p1123419,k80176
1132801,115,0.19139,p1132801,k115
1132801,7262,0.13149,p1132801,k7262
1132801,11740,0.212809,p1132801,k11740
1132801,15065,0.390437,p1132801,k15065
1132801,16520,0.122837,p1132801,k16520
1132801,25084,0.215658,p1132801,k25084
1132801,25479,0.357483,p1132801,k25479
1132801,53109,0.172573,p1132801,k53109
1132801,55252,0.326448,p1132801,k55252
1133003,872,0.464552,p1133003,k872
1133003,2753,0.500986,p1133003,k2753
1133003,5319,0.00538177,p1133003,k5319
1133003,8574,0.0044805,p1133003,k8574
1133003,11582,0.00437678,p1133003,k11582
1133003,25266,0.00437275,p1133003,k25266
1133003,31566,0.00743971,p1133003,k31566
1133003,42894,0.242822,p1133003,k42894
1133003,54534,0.326072,p1133003,k54534
1152574,22,0.258321,p1152574,k22
1152574,68,0.195632,p1152574,k68
1152574,294,0.336145,p1152574,k294
1152574,1212,0.169786,p1152574,k1212
1152574,8406,0.144282,p1152574,k8406
1152574,9404,0.220854,p1152574,k9404
1152574,17640,0.342997,p1152574,k17640
1152574,25020,0.434298,p1152574,k25020
1152574,30954,0.172741,p1152574,k30954
1153890,8443,0.0332751,p1153890,k8443
1153890,11072,0.0214866,p1153890,k11072
1153890,19140,-6.15903E-05,p1153890,k19140
1153890,20399,-5.40017E-06,p1153890,k20399
1153890,24751,0.00243104,p1153890,k24751
1153890,27031,0.0340131,p1153890,k27031
1153890,46478,0.0320792,p1153890,k46478
1153890,47724,0.0114818,p1153890,k47724
1153890,62226,0.0880622,p1153890,k62226
1185165,167,0.319213,p1185165,k167
1185165,202,0.410531,p1185165,k202
1185165,1017,0.285372,p1185165,k1017
1185165,2318,0.438986,p1185165,k2318
1185165,2531,0.285083,p1185165,k2531
1185165,4940,0.366503,p1185165,k4940
1185165,18772,0.417754,p1185165,k18772
1185165,48202,0.29237,p1185165,k48202
1185165,49147,0.365187,p1185165,k49147
1188017,4,0.493048,p1188017,k4
1188017,86,0.541753,p1188017,k86
1188017,695,0.5259,p1188017,k695
1188017,1343,0.401579,p1188017,k1343
1188017,2233,0.381433,p1188017,k2233
1188017,12502,0.468646,p1188017,k12502
1188017,12900,0.456874,p1188017,k12900
1188017,24106,0.574874,p1188017,k24106
1188017,40249,0.389802,p1188017,k40249
1221552,270,0.370619,p1221552,k270
1221552,273,0.157733,p1221552,k273
1221552,477,0.189218,p1221552,k477
1221552,1190,0.126682,p1221552,k1190
1221552,1413,0.296693,p1221552,k1413
1221552,6265,0.352672,p1221552,k6265
1221552,10153,0.169466,p1221552,k10153
1221552,17705,0.179259,p1221552,k17705
1221552,17928,0.337283,p1221552,k17928
1223409,2412,0.348666,p1223409,k2412
1223409,2756,0.435388,p1223409,k2756
1223409,9362,0.355795,p1223409,k9362
1223409,14970,0.367136,p1223409,k14970
1223409,25101,0.151386,p1223409,k25101
1223409,63174,0.526685,p1223409,k63174
1223409,63506,0.154367,p1223409,k63506
1223409,69540,0.531959,p1223409,k69540
1223409,75892,0.20013,p1223409,k75892
1225650,43,0.476672,p1225650,k43
1225650,189,0.00213484,p1225650,k189
1225650,675,0.00219569,p1225650,k675
1225650,1807,0.00171134,p1225650,k1807
1225650,2289,0.000595987,p1225650,k2289
1225650,5026,0.00271451,p1225650,k5026
1225650,14877,0.000919399,p1225650,k14877
1225650,25170,0.00155779,p1225650,k25170
1225650,44130,0.00244479,p1225650,k44130
1236440,2724,0.167089,p1236440,k2724
1236440,4578,0.00597564,p1236440,k4578
1236440,35306,0.263926,p1236440,k35306
1236440,46909,0.400621,p1236440,k46909
1248126,114,0.00230507,p1248126,k114
1248126,2875,0.00128035,p1248126,k2875
1248126,8250,0.001892,p1248126,k8250
1248126,14534,0.00288994,p1248126,k14534
1248126,23916,0.525962,p1248126,k23916
1279312,46,0.491911,p1279312,k46
1279312,122,0.0042836,p1279312,k122
1279312,235,0.463346,p1279312,k235
1279312,829,0.00559372,p1279312,k829
1279312,1561,0.488508,p1279312,k1561
1279312,9203,0.345867,p1279312,k9203
1279312,10187,0.25834,p1279312,k10187
1279312,12689,0.00555121,p1279312,k12689
1279312,80176,0.291496,p1279312,k80176
1299801,186,0.388245,p1299801,k186
1299801,564,0.00791239,p1299801,k564
1299801,1363,0.341681,p1299801,k1363
1299801,1710,0.502692,p1299801,k1710
1299801,5204,0.373554,p1299801,k5204
1299801,11072,0.255298,p1299801,k11072
1299801,12924,0.332579,p1299801,k12924
1299801,25126,0.423815,p1299801,k25126
1299801,34362,0.418601,p1299801,k34362
1307934,661,0.563907,p1307934,k661
1307934,684,0.489416,p1307934,k684
1307934,14321,0.281074,p1307934,k14321
1307934,26828,0.362088,p1307934,k26828
1307934,28338,0.180964,p1307934,k28338
1307934,35542,0.355634,p1307934,k35542
1307934,35699,0.122359,p1307934,k35699
1307934,65857,0.247735,p1307934,k65857
1307934,77367,0.453315,p1307934,k77367
1308093,17,0.379164,p1308093,k17
1308093,119,0.386779,p1308093,k119
1308093,950,0.291191,p1308093,k950
1308093,1503,0.347473,p1308093,k1503
1308093,5689,0.00751836,p1308093,k5689
1308093,9381,0.00707757,p1308093,k9381
1308093,18035,0.419876,p1308093,k18035
1308093,25126,0.40773,p1308093,k25126
1308093,64176,0.365561,p1308093,k64176
1311823,45,0.271832,p1311823,k45
1311823,624,0.00294384,p1311823,k624
1311823,993,0.425264,p1311823,k993
1311823,4191,0.00301095,p1311823,k4191
1311823,4621,0.478296,p1311823,k4621
1311823,6633,0.196394,p1311823,k6633
1311823,7400,0.589571,p1311823,k7400
1311823,11656,0.142338,p1311823,k11656
1311823,20304,0.00253981,p1311823,k20304
1318347,478,0.278192,p1318347,k478
1318347,1331,0.347919,p1318347,k1331
1318347,1786,0.491755,p1318347,k1786
1318347,6226,0.476456,p1318347,k6226
1318347,6230,0.359267,p1318347,k6230
1318347,8166,0.173791,p1318347,k8166
1318347,33154,0.254298,p1318347,k33154
1318347,43504,0.305178,p1318347,k43504
1318347,50292,0.172861,p1318347,k50292
1336860,118,0.383559,p1336860,k118
1336860,1703,0.438116,p1336860,k1703
1336860,2170,0.330991,p1336860,k2170
1336860,6103,0.313598,p1336860,k6103
1336860,7222,0.361567,p1336860,k7222
1336860,21149,0.469151,p1336860,k21149
1336860,21915,0.541179,p1336860,k21915
1336860,32818,0.325619,p1336860,k32818
1336860,71151,0.48957,p1336860,k71151
1350589,74,0.338514,p1350589,k74
1350589,8602,0.253593,p1350589,k8602
1350589,10188,0.309632,p1350589,k10188
1350589,20321,0.291302,p1350589,k20321
1350589,22459,0.232199,p1350589,k22459
1350589,26443,0.363816,p1350589,k26443
1350589,36481,0.276666,p1350589,k36481
1350589,46765,0.307156,p1350589,k46765
1350589,73734,0.334588,p1350589,k73734
1367335,83,0.223253,p1367335,k83
1367335,285,0.226695,p1367335,k285
1367335,2227,0.427326,p1367335,k2227
1367335,3780,0.271706,p1367335,k3780
1367335,12709,0.358364,p1367335,k12709
1367335,14665,0.215803,p1367335,k14665
1367335,14919,0.336542,p1367335,k14919
1367335,46316,0.371973,p1367335,k46316
1367335,61052,0.191961,p1367335,k61052
1375176,97,0.218753,p1375176,k97
1375176,122,0.00144278,p1375176,k122
1375176,879,0.000950884,p1375176,k879
1375176,5128,0.00207132,p1375176,k5128
1375176,11740,0.191614,p1375176,k11740
1375176,33400,0.0084085,p1375176,k33400
1375176,40003,0.109389,p1375176,k40003
1375176,49154,0.289409,p1375176,k49154
1375176,51224,0.046544,p1375176,k51224
1384677,22,0.0548017,p1384677,k22
1384677,322,0.318658,p1384677,k322
1384677,2689,0.503107,p1384677,k2689
1384677,5210,0.120662,p1384677,k5210
1384677,7864,0.156273,p1384677,k7864
1384677,8141,0.0890711,p1384677,k8141
1384677,11338,0.0635829,p1384677,k11338
1384677,13382,0.183879,p1384677,k13382
1384677,19330,0.426153,p1384677,k19330
1391546,2217,0.00701364,p1391546,k2217
1391546,2267,0.492894,p1391546,k2267
1391546,2788,0.303758,p1391546,k2788
1391546,4606,0.361289,p1391546,k4606
1391546,7227,0.258069,p1391546,k7227
1391546,8092,0.293541,p1391546,k8092
1391546,12355,0.00276516,p1391546,k12355
1391546,17790,0.00325939,p1391546,k17790
1391546,63062,0.00240367,p1391546,k63062
1426347,199,0.00312233,p1426347,k199
1426347,6847,0.000988652,p1426347,k6847
1426347,12885,0.366432,p1426347,k12885
1426347,22411,0.000691875,p1426347,k22411
1426347,27149,0.194283,p1426347,k27149
1449118,3831,0.171398,p1449118,k3831
1449118,4578,0.00464495,p1449118,k4578
1449118,5266,0.0071544,p1449118,k5266
1449118,8867,0.390989,p1449118,k8867
1449118,11257,0.00232142,p1449118,k11257
1449118,25112,0.00198932,p1449118,k25112
1449118,35874,0.00456996,p1449118,k35874
1449118,54566,0.00183329,p1449118,k54566
1449118,64870,0.00268254,p1449118,k64870
1458210,2183,0.486111,p1458210,k2183
1458210,3248,0.00775364,p1458210,k3248
1458210,7365,0.336417,p1458210,k7365
1458210,7870,0.00526128,p1458210,k7870
1458210,14023,0.194563,p1458210,k14023
1458210,25126,0.207597,p1458210,k25126
1458210,32827,0.169402,p1458210,k32827
1458210,40541,0.00538631,p1458210,k40541
1458210,55710,0.208631,p1458210,k55710
1497272,306,0.140256,p1497272,k306
1497272,1077,0.116219,p1497272,k1077
1497272,1336,0.270269,p1497272,k1336
1497272,5785,0.0561297,p1497272,k5785
1497272,11063,0.30975,p1497272,k11063
1497272,12295,0.289115,p1497272,k12295
1497272,15416,0.00587937,p1497272,k15416
1497272,22482,0.0999435,p1497272,k22482
1497272,29445,0.221004,p1497272,k29445
1505769,624,0.00203444,p1505769,k624
1505769,4396,0.00698155,p1505769,k4396
1505769,11166,0.26467,p1505769,k11166
1505769,26674,0.0806493,p1505769,k26674
1505769,26728,0.00104509,p1505769,k26728
1505769,32304,0.20117,p1505769,k32304
1505769,32613,0.00200983,p1505769,k32613
1505769,44489,0.000917057,p1505769,k44489
1505769,55700,0.00256119,p1505769,k55700
1519481,1299,0.310832,p1519481,k1299
1519481,2122,0.336311,p1519481,k2122
1519481,4677,0.153564,p1519481,k4677
1519481,6281,0.180789,p1519481,k6281
1519481,9000,0.416096,p1519481,k9000
1519481,10827,0.191987,p1519481,k10827
1519481,12177,0.14691,p1519481,k12177
1519481,28939,0.00442571,p1519481,k28939
1519481,59647,0.162398,p1519481,k59647
1523377,22,0.065207,p1523377,k22
1523377,100,0.0639789,p1523377,k100
1523377,1036,0.253553,p1523377,k1036
1523377,1942,0.286851,p1523377,k1942
1523377,4938,0.145349,p1523377,k4938
1523377,5210,0.124237,p1523377,k5210
1523377,15171,0.354498,p1523377,k15171
1523377,17681,0.299481,p1523377,k17681
1523377,38014,0.169869,p1523377,k38014
1527892,2636,0.287136,p1527892,k2636
1527892,2932,0.248161,p1527892,k2932
1527892,3599,0.271058,p1527892,k3599
1527892,9719,0.477585,p1527892,k9719
1527892,14587,0.264403,p1527892,k14587
1527892,19577,0.229104,p1527892,k19577
1527892,33995,0.324079,p1527892,k33995
1527892,66018,0.34889,p1527892,k66018
1527892,79530,0.381288,p1527892,k79530
1535236,28535,0.0127363,p1535236,k28535
1552158,2447,0.00913394,p1552158,k2447
1552158,4835,0.00057842,p1552158,k4835
1552158,8179,0.000198281,p1552158,k8179
1552158,12910,0.437647,p1552158,k12910
1552158,35245,0.000161625,p1552158,k35245
1552158,38531,0.00210556,p1552158,k38531
1552158,49994,0.143188,p1552158,k49994
1552158,52715,0.000154053,p1552158,k52715
1552158,63597,0.000346419,p1552158,k63597
1589048,3991,0.411582,p1589048,k3991
1589048,4111,0.483994,p1589048,k4111
1589048,8282,0.284662,p1589048,k8282
1589048,11125,0.36647,p1589048,k11125
1589048,15354,0.404549,p1589048,k15354
1589048,16950,0.488167,p1589048,k16950
1589048,24962,0.299686,p1589048,k24962
1589048,31319,0.573122,p1589048,k31319
1589048,31676,0.341846,p1589048,k31676
1600406,984,0.254914,p1600406,k984
1600406,1726,0.344117,p1600406,k1726
1600406,1993,0.241779,p1600406,k1993
1600406,12925,0.342812,p1600406,k12925
1600406,20784,0.537266,p1600406,k20784
1600406,44026,0.280044,p1600406,k44026
1600406,48312,0.33838,p1600406,k48312
1600406,54151,0.484692,p1600406,k54151
1600406,59312,0.249768,p1600406,k59312
1603757,390,0.333365,p1603757,k390
1603757,470,0.366246,p1603757,k470
1603757,1466,0.252858,p1603757,k1466
1603757,2042,0.329847,p1603757,k2042
1603757,2750,0.295747,p1603757,k2750
1603757,7733,0.249139,p1603757,k7733
1603757,14116,0.102553,p1603757,k14116
1603757,20346,0.00222548,p1603757,k20346
1603757,73792,0.348804,p1603757,k73792
1620941,29,0.263154,p1620941,k29
1620941,405,0.215247,p1620941,k405
1620941,918,0.268929,p1620941,k918
1620941,962,0.330678,p1620941,k962
1620941,1002,0.349694,p1620941,k1002
1620941,2065,0.283654,p1620941,k2065
1620941,5187,0.222304,p1620941,k5187
1620941,6849,0.389475,p1620941,k6849
1620941,21517,0.209056,p1620941,k21517
1627093,1194,0.00312936,p1627093,k1194
1627093,1245,0.537976,p1627093,k1245
1627093,5610,0.00447078,p1627093,k5610
1627093,20248,0.00310824,p1627093,k20248
1627093,22434,0.00926756,p1627093,k22434
1627093,24206,0.00726892,p1627093,k24206
1627093,52799,0.00262414,p1627093,k52799
1627093,58233,0.00397588,p1627093,k58233
1627093,73861,0.00675873,p1627093,k73861
1637905,411,0.325179,p1637905,k411
1637905,1726,0.38554,p1637905,k1726
1637905,1993,0.459927,p1637905,k1993
1637905,5385,0.325994,p1637905,k5385
1637905,10775,0.381727,p1637905,k10775
1637905,16233,0.370846,p1637905,k16233
1637905,36020,0.358019,p1637905,k36020
1637905,38815,0.457158,p1637905,k38815
1637905,77204,0.432165,p1637905,k77204
1662048,108,0.00508139,p1662048,k108
1662048,1283,0.000883077,p1662048,k1283
1662048,2121,0.527506,p1662048,k2121
1662048,9156,0.00200228,p1662048,k9156
1662048,9411,0.485497,p1662048,k9411
1662048,12885,0.602038,p1662048,k12885
1662048,16328,0.000700994,p1662048,k16328
1662048,30871,0.00146347,p1662048,k30871
1662048,35905,0.411637,p1662048,k35905
1667991,587,0.00181902,p1667991,k587
1667991,1463,0.31103,p1667991,k1463
1667991,2886,0.00338557,p1667991,k2886
1667991,6605,0.00405585,p1667991,k6605
1667991,9036,0.00253384,p1667991,k9036
1667991,9058,0.370056,p1667991,k9058
1667991,11396,0.390999,p1667991,k11396
1667991,11600,0.00369518,p1667991,k11600
1667991,43313,0.00583939,p1667991,k43313
1673282,52,0.246693,p1673282,k52
1673282,1475,0.422263,p1673282,k1475
1673282,1557,0.33265,p1673282,k1557
1673282,2664,0.3427,p1673282,k2664
1673282,11303,0.340367,p1673282,k11303
1673282,12142,0.340405,p1673282,k12142
1673282,14014,0.293685,p1673282,k14014
1673282,17200,0.449989,p1673282,k17200
1673282,19315,0.337703,p1673282,k19315
1675738,406,0.365614,p1675738,k406
1675738,1726,0.356971,p1675738,k1726
1675738,4090,0.340227,p1675738,k4090
1675738,7854,0.364467,p1675738,k7854
1675738,13693,0.427295,p1675738,k13693
1675738,14014,0.355889,p1675738,k14014
1675738,18700,0.395089,p1675738,k18700
1675738,30954,0.342219,p1675738,k30954
1675738,41248,0.392792,p1675738,k41248
1680008,679,0.251531,p1680008,k679
1680008,973,0.00377504,p1680008,k973
1680008,1993,0.319612,p1680008,k1993
1680008,2012,0.233811,p1680008,k2012
1680008,4662,0.366067,p1680008,k4662
1680008,5586,0.149462,p1680008,k5586
1680008,14242,0.00208211,p1680008,k14242
1680008,22762,0.173932,p1680008,k22762
1680008,30268,0.00437245,p1680008,k30268
1681560,4309,0.157356,p1681560,k4309
1681560,5832,0.281086,p1681560,k5832
1681560,6633,0.101759,p1681560,k6633
1681560,11923,0.371221,p1681560,k11923
1681560,25030,0.187531,p1681560,k25030
1681560,26977,0.264854,p1681560,k26977
1681560,28754,0.41239,p1681560,k28754
1681560,29741,0.225151,p1681560,k29741
1681560,49913,0.326313,p1681560,k49913
1681803,10371,0.0040028,p1681803,k10371
1681803,12894,0.269675,p1681803,k12894
1681803,14106,0.305097,p1681803,k14106
1681803,37980,0.470106,p1681803,k37980
1681803,47923,0.489519,p1681803,k47923
1688939,480,0.34757,p1688939,k480
1688939,504,0.243467,p1688939,k504
1688939,781,0.304523,p1688939,k781
1688939,1281,0.181915,p1688939,k1281
1688939,1532,0.454764,p1688939,k1532
1688939,1576,0.0806405,p1688939,k1576
1688939,6638,0.270044,p1688939,k6638
1688939,8692,0.0955618,p1688939,k8692
1688939,19753,0.352185,p1688939,k19753
1696712,1849,0.0037157,p1696712,k1849
1696712,5026,0.00274257,p1696712,k5026
1696712,5204,0.243316,p1696712,k5204
1696712,6605,0.00258795,p1696712,k6605
1696712,7504,0.288282,p1696712,k7504
1696712,11335,0.00258506,p1696712,k11335
1696712,21611,0.181924,p1696712,k21611
1696712,31606,0.00221627,p1696712,k31606
1696712,61362,0.252452,p1696712,k61362
1708722,1312,0.480701,p1708722,k1312
1708722,4828,0.388957,p1708722,k4828
1708722,12741,0.543837,p1708722,k12741
1708722,13656,0.312213,p1708722,k13656
1708722,21177,0.244611,p1708722,k21177
1708722,26269,0.331819,p1708722,k26269
1708722,46491,0.404597,p1708722,k46491
1708722,55018,0.22544,p1708722,k55018
1708722,65004,0.320993,p1708722,k65004
1709540,23,0.376678,p1709540,k23
1709540,9171,0.559415,p1709540,k9171
1709540,12069,0.338894,p1709540,k12069
1709540,13999,0.00708158,p1709540,k13999
1709540,28338,0.311546,p1709540,k28338
1709540,35981,0.258277,p1709540,k35981
1709540,42952,0.38058,p1709540,k42952
1709540,43863,0.00964093,p1709540,k43863
1709540,62248,0.356616,p1709540,k62248
1730010,214,0.409137,p1730010,k214
1730010,1785,0.535054,p1730010,k1785
1730010,2433,0.496307,p1730010,k2433
1730010,3064,0.346195,p1730010,k3064
1730010,3523,0.344266,p1730010,k3523
1730010,11493,0.30572,p1730010,k11493
1730010,32189,0.324005,p1730010,k32189
1730010,37247,0.4372,p1730010,k37247
1730010,50260,0.326847,p1730010,k50260
1733433,448,0.00274224,p1733433,k448
1733433,5412,0.00510423,p1733433,k5412
1733433,11251,0.263598,p1733433,k11251
1733433,19392,0.002373,p1733433,k19392
1733433,23793,0.336043,p1733433,k23793
1733433,25191,0.483166,p1733433,k25191
1733433,30685,0.00438837,p1733433,k30685
1733433,38660,0.205586,p1733433,k38660
1733433,55986,0.365021,p1733433,k55986
1748331,5,0.620048,p1748331,k5
1748331,461,0.232615,p1748331,k461
1748331,1591,0.138981,p1748331,k1591
1748331,2057,0.347462,p1748331,k2057
1748331,11381,0.294919,p1748331,k11381
1748331,25985,0.25115,p1748331,k25985
1748331,26673,0.277801,p1748331,k26673
1748331,40780,0.373539,p1748331,k40780
1748331,76750,0.119332,p1748331,k76750
1771957,519,0.00554271,p1771957,k519
1771957,3523,0.18116,p1771957,k3523
1771957,4398,0.00124237,p1771957,k4398
1771957,8574,0.00318824,p1771957,k8574
1771957,8646,0.000939054,p1771957,k8646
1771957,9278,0.0085076,p1771957,k9278
1771957,33040,0.00171987,p1771957,k33040
1771957,52060,0.00200156,p1771957,k52060
1771957,75556,0.00397863,p1771957,k75556
1779412,394,0.468374,p1779412,k394
1779412,1418,0.0080764,p1779412,k1418
1779412,3682,0.214494,p1779412,k3682
1779412,4648,0.312934,p1779412,k4648
1779412,5723,0.48826,p1779412,k5723
1779412,15652,0.537502,p1779412,k15652
1779412,23392,0.440556,p1779412,k23392
1779412,26718,0.23587,p1779412,k26718
1779412,35534,0.581428,p1779412,k35534
1788602,548,0.00315436,p1788602,k548
1788602,554,0.00314563,p1788602,k554
1788602,2940,0.5346,p1788602,k2940
1788602,3382,0.229757,p1788602,k3382
1788602,3543,0.00290408,p1788602,k3543
1788602,16599,0.00197096,p1788602,k16599
1788602,21640,0.00111859,p1788602,k21640
1788602,33753,0.00532324,p1788602,k33753
1788602,70057,0.504918,p1788602,k70057
1793755,395,0.340757,p1793755,k395
1793755,1258,0.326347,p1793755,k1258
1793755,1284,0.390112,p1793755,k1284
1793755,11949,0.308227,p1793755,k11949
1793755,12377,0.321295,p1793755,k12377
1793755,13693,0.397904,p1793755,k13693
1793755,16247,0.346627,p1793755,k16247
1793755,17417,0.354715,p1793755,k17417
1793755,18852,0.327151,p1793755,k18852
1795725,495,0.27176,p1795725,k495
1795725,940,0.00436554,p1795725,k940
1795725,1630,0.000868033,p1795725,k1630
1795725,5026,0.00287805,p1795725,k5026
1795725,11600,0.00146516,p1795725,k11600
1795725,20233,0.207699,p1795725,k20233
1795725,36449,0.517833,p1795725,k36449
1795725,47514,0.00135468,p1795725,k47514
1795725,52984,0.00038451,p1795725,k52984
1805222,258,0.278304,p1805222,k258
1805222,1870,0.0549836,p1805222,k1870
1805222,7479,0.177863,p1805222,k7479
1805222,11528,0.301509,p1805222,k11528
1805222,14552,0.374038,p1805222,k14552
1805222,17972,0.0370409,p1805222,k17972
1805222,18566,0.181527,p1805222,k18566
1805222,18700,0.248209,p1805222,k18700
1805222,38359,0.0952905,p1805222,k38359
1849638,58,0.309775,p1849638,k58
1849638,561,0.324752,p1849638,k561
1849638,1728,0.264882,p1849638,k1728
1849638,2318,0.384896,p1849638,k2318
1849638,3013,0.436829,p1849638,k3013
1849638,3070,0.376518,p1849638,k3070
1849638,9704,0.29303,p1849638,k9704
1849638,48202,0.300403,p1849638,k48202
1849638,78324,0.350444,p1849638,k78324
1850547,576,0.652687,p1850547,k576
1850547,888,0.558977,p1850547,k888
1850547,6105,0.150662,p1850547,k6105
1850547,25010,0.285075,p1850547,k25010
1850547,27283,0.269199,p1850547,k27283
1850547,48885,0.314577,p1850547,k48885
1850547,62714,0.11522,p1850547,k62714
1850547,77778,0.673239,p1850547,k77778
1850547,80176,0.123727,p1850547,k80176
1864419,269,0.225359,p1864419,k269
1864419,1050,0.170578,p1864419,k1050
1864419,1314,0.277496,p1864419,k1314
1864419,2170,0.253687,p1864419,k2170
1864419,4047,0.166724,p1864419,k4047
1864419,6567,0.352866,p1864419,k6567
1864419,41219,0.283591,p1864419,k41219
1864419,64559,0.189949,p1864419,k64559
1864419,74457,0.183857,p1864419,k74457
1867853,3990,0.270308,p1867853,k3990
1867853,9209,0.328662,p1867853,k9209
1867853,14289,0.313985,p1867853,k14289
1867853,17200,0.408709,p1867853,k17200
1867853,34949,0.250806,p1867853,k34949
1867853,40123,0.310944,p1867853,k40123
1867853,40500,0.341697,p1867853,k40500
1867853,60279,0.242766,p1867853,k60279
1867853,78119,0.289727,p1867853,k78119
1878506,870,0.347411,p1878506,k870
1878506,3599,0.427612,p1878506,k3599
1878506,11449,0.41385,p1878506,k11449
1878506,14587,0.397315,p1878506,k14587
1878506,19577,0.349827,p1878506,k19577
1878506,21154,0.32252,p1878506,k21154
1878506,30908,0.304205,p1878506,k30908
1878506,33146,0.330701,p1878506,k33146
1878506,33896,0.344792,p1878506,k33896
1888947,554,0.000206321,p1888947,k554
1888947,1558,0.000572067,p1888947,k1558
1888947,4478,0.000988918,p1888947,k4478
1888947,5088,0.0923934,p1888947,k5088
1888947,14666,0.00759985,p1888947,k14666
1888947,16531,0.0035788,p1888947,k16531
1888947,17519,0.182431,p1888947,k17519
1888947,18506,0.303436,p1888947,k18506
1888947,27024,0.000606012,p1888947,k27024
1893394,1888,0.43924,p1893394,k1888
1893394,5108,0.00720954,p1893394,k5108
1893394,13523,0.00319274,p1893394,k13523
1893394,21308,0.293933,p1893394,k21308
1893394,28319,0.266708,p1893394,k28319
1893394,33084,0.431936,p1893394,k33084
1893394,52847,0.00228147,p1893394,k52847
1893394,59347,0.248422,p1893394,k59347
1893394,74565,0.00636572,p1893394,k74565
1913337,388,0.20675,p1913337,k388
1913337,812,0.361863,p1913337,k812
1913337,2148,0.359719,p1913337,k2148
1913337,4047,0.403754,p1913337,k4047
1913337,5204,0.195004,p1913337,k5204
1913337,22689,0.218147,p1913337,k22689
1913337,23785,0.349088,p1913337,k23785
1913337,55277,0.321817,p1913337,k55277
1913337,57560,0.462513,p1913337,k57560
1915252,2599,0.439286,p1915252,k2599
1915252,4840,0.365225,p1915252,k4840
1915252,6825,0.397099,p1915252,k6825
1915252,7370,0.340533,p1915252,k7370
1915252,7564,0.301402,p1915252,k7564
1915252,10384,0.388596,p1915252,k10384
1915252,39569,0.28806,p1915252,k39569
1915252,49269,0.324965,p1915252,k49269
1915252,60544,0.322551,p1915252,k60544
1918559,573,0.24919,p1918559,k573
1918559,1902,0.266172,p1918559,k1902
1918559,4001,0.351727,p1918559,k4001
1918559,7254,0.198284,p1918559,k7254
1918559,8058,0.172581,p1918559,k8058
1918559,14665,0.190847,p1918559,k14665
1918559,21095,0.23433,p1918559,k21095
1918559,22433,0.332479,p1918559,k22433
